,0,1,2,3
286,18140,"Columbus, OH (Metropolitan Statistical Area)",39073,"Hocking County, OH"
287,18140,"Columbus, OH (Metropolitan Statistical Area)",39089,"Licking County, OH"
288,18140,"Columbus, OH (Metropolitan Statistical Area)",39097,"Madison County, OH"
289,18140,"Columbus, OH (Metropolitan Statistical Area)",39117,"Morrow County, OH"
290,18140,"Columbus, OH (Metropolitan Statistical Area)",39127,"Perry County, OH"
291,18140,"Columbus, OH (Metropolitan Statistical Area)",39129,"Pickaway County, OH"
292,18140,"Columbus, OH (Metropolitan Statistical Area)",39159,"Union County, OH"
293,18580,"Corpus Christi, TX (Metropolitan Statistical Area)",48355,"Nueces County, TX"
294,18580,"Corpus Christi, TX (Metropolitan Statistical Area)",48409,"San Patricio County, TX"
295,18700,"Corvallis, OR (Metropolitan Statistical Area)",41003,"Benton County, OR"
296,18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12091,"Okaloosa County, FL"
297,18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12131,"Walton County, FL"
298,19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",24001,"Allegany County, MD"
299,19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",54057,"Mineral County, WV"
300,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48085,"Collin County, TX"
301,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48113,"Dallas County, TX"
302,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48121,"Denton County, TX"
303,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48139,"Ellis County, TX"
304,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48231,"Hunt County, TX"
305,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48251,"Johnson County, TX"
306,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48257,"Kaufman County, TX"
307,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48367,"Parker County, TX"
308,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48397,"Rockwall County, TX"
309,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48439,"Tarrant County, TX"
310,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48497,"Wise County, TX"
311,19140,"Dalton, GA (Metropolitan Statistical Area)",13213,"Murray County, GA"
312,19140,"Dalton, GA (Metropolitan Statistical Area)",13313,"Whitfield County, GA"
313,19180,"Danville, IL (Metropolitan Statistical Area)",17183,"Vermilion County, IL"
314,19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1003,"Baldwin County, AL"
315,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17073,"Henry County, IL"
316,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17131,"Mercer County, IL"
317,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17161,"Rock Island County, IL"
318,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19163,"Scott County, IA"
319,19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",39057,"Greene County, OH"
320,19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",39109,"Miami County, OH"
321,19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",39113,"Montgomery County, OH"
322,19460,"Decatur, AL (Metropolitan Statistical Area)",1079,"Lawrence County, AL"
323,19460,"Decatur, AL (Metropolitan Statistical Area)",1103,"Morgan County, AL"
324,19500,"Decatur, IL (Metropolitan Statistical Area)",17115,"Macon County, IL"
325,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",12035,"Flagler County, FL"
326,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",12127,"Volusia County, FL"
327,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8001,"Adams County, CO"
328,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8005,"Arapahoe County, CO"
329,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8014,"Broomfield County, CO"
330,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8019,"Clear Creek County, CO"
331,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8031,"Denver County, CO"
332,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8035,"Douglas County, CO"
333,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8039,"Elbert County, CO"
334,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8047,"Gilpin County, CO"
335,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8059,"Jefferson County, CO"
336,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8093,"Park County, CO"
337,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19049,"Dallas County, IA"
338,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19077,"Guthrie County, IA"
339,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19099,"Jasper County, IA"
340,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19121,"Madison County, IA"
341,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19153,"Polk County, IA"
342,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19181,"Warren County, IA"
343,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26087,"Lapeer County, MI"
344,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26093,"Livingston County, MI"
345,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26099,"Macomb County, MI"
346,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26125,"Oakland County, MI"
347,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26147,"St. Clair County, MI"
348,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26163,"Wayne County, MI"
349,20020,"Dothan, AL (Metropolitan Statistical Area)",1061,"Geneva County, AL"
350,20020,"Dothan, AL (Metropolitan Statistical Area)",1067,"Henry County, AL"
351,20020,"Dothan, AL (Metropolitan Statistical Area)",1069,"Houston County, AL"
352,20100,"Dover, DE (Metropolitan Statistical Area)",10001,"Kent County, DE"
353,20220,"Dubuque, IA (Metropolitan Statistical Area)",19061,"Dubuque County, IA"
354,20260,"Duluth, MN-WI (Metropolitan Statistical Area)",27017,"Carlton County, MN"
355,20260,"Duluth, MN-WI (Metropolitan Statistical Area)",27075,"Lake County, MN"
356,20260,"Duluth, MN-WI (Metropolitan Statistical Area)",27137,"St. Louis County, MN"
357,20260,"Duluth, MN-WI (Metropolitan Statistical Area)",55031,"Douglas County, WI"
358,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37037,"Chatham County, NC"
359,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37063,"Durham County, NC"
360,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37077,"Granville County, NC"
361,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37135,"Orange County, NC"
362,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37145,"Person County, NC"
363,20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",42089,"Monroe County, PA"
364,20740,"Eau Claire, WI (Metropolitan Statistical Area)",55017,"Chippewa County, WI"
365,20740,"Eau Claire, WI (Metropolitan Statistical Area)",55035,"Eau Claire County, WI"
366,20940,"El Centro, CA (Metropolitan Statistical Area)",6025,"Imperial County, CA"
367,21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21093,"Hardin County, KY"
368,21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21123,"Larue County, KY"
369,21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21163,"Meade County, KY"
370,21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",18039,"Elkhart County, IN"
371,21300,"Elmira, NY (Metropolitan Statistical Area)",36015,"Chemung County, NY"
372,21340,"El Paso, TX (Metropolitan Statistical Area)",48141,"El Paso County, TX"
373,21340,"El Paso, TX (Metropolitan Statistical Area)",48229,"Hudspeth County, TX"
374,21420,"Enid, OK (Metropolitan Statistical Area)",40047,"Garfield County, OK"
375,21500,"Erie, PA (Metropolitan Statistical Area)",42049,"Erie County, PA"
376,21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",41039,"Lane County, OR"
377,21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18129,"Posey County, IN"
378,21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18163,"Vanderburgh County, IN"
379,21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18173,"Warrick County, IN"
380,21780,"Evansville, IN-KY (Metropolitan Statistical Area)",21101,"Henderson County, KY"
381,21820,"Fairbanks, AK (Metropolitan Statistical Area)",2090,"Fairbanks North Star Borough County, AK"
382,22020,"Fargo, ND-MN (Metropolitan Statistical Area)",27027,"Clay County, MN"
383,22020,"Fargo, ND-MN (Metropolitan Statistical Area)",38017,"Cass County, ND"
384,22140,"Farmington, NM (Metropolitan Statistical Area)",35045,"San Juan County, NM"
385,22180,"Fayetteville, NC (Metropolitan Statistical Area)",37051,"Cumberland County, NC"
386,22180,"Fayetteville, NC (Metropolitan Statistical Area)",37085,"Harnett County, NC"
387,22180,"Fayetteville, NC (Metropolitan Statistical Area)",37093,"Hoke County, NC"
388,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5007,"Benton County, AR"
389,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5087,"Madison County, AR"
390,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5143,"Washington County, AR"
391,22380,"Flagstaff, AZ (Metropolitan Statistical Area)",4005,"Coconino County, AZ"
392,22420,"Flint, MI (Metropolitan Statistical Area)",26049,"Genesee County, MI"
393,22500,"Florence, SC (Metropolitan Statistical Area)",45031,"Darlington County, SC"
394,22500,"Florence, SC (Metropolitan Statistical Area)",45041,"Florence County, SC"
395,22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1033,"Colbert County, AL"
396,22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1077,"Lauderdale County, AL"
397,22540,"Fond du Lac, WI (Metropolitan Statistical Area)",55039,"Fond du Lac County, WI"
398,22660,"Fort Collins, CO (Metropolitan Statistical Area)",8069,"Larimer County, CO"
399,22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5033,"Crawford County, AR"
400,22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5047,"Franklin County, AR"
401,22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5131,"Sebastian County, AR"
402,22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",40135,"Sequoyah County, OK"
403,23060,"Fort Wayne, IN (Metropolitan Statistical Area)",18003,"Allen County, IN"
404,23060,"Fort Wayne, IN (Metropolitan Statistical Area)",18183,"Whitley County, IN"
405,23420,"Fresno, CA (Metropolitan Statistical Area)",6019,"Fresno County, CA"
406,23460,"Gadsden, AL (Metropolitan Statistical Area)",1055,"Etowah County, AL"
407,23540,"Gainesville, FL (Metropolitan Statistical Area)",12001,"Alachua County, FL"
408,23540,"Gainesville, FL (Metropolitan Statistical Area)",12041,"Gilchrist County, FL"
409,23540,"Gainesville, FL (Metropolitan Statistical Area)",12075,"Levy County, FL"
410,23580,"Gainesville, GA (Metropolitan Statistical Area)",13139,"Hall County, GA"
411,23900,"Gettysburg, PA (Metropolitan Statistical Area)",42001,"Adams County, PA"
412,24020,"Glens Falls, NY (Metropolitan Statistical Area)",36113,"Warren County, NY"
413,24020,"Glens Falls, NY (Metropolitan Statistical Area)",36115,"Washington County, NY"
414,24140,"Goldsboro, NC (Metropolitan Statistical Area)",37191,"Wayne County, NC"
415,24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",27119,"Polk County, MN"
416,24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",38035,"Grand Forks County, ND"
417,24260,"Grand Island, NE (Metropolitan Statistical Area)",31079,"Hall County, NE"
418,24260,"Grand Island, NE (Metropolitan Statistical Area)",31093,"Howard County, NE"
419,24260,"Grand Island, NE (Metropolitan Statistical Area)",31121,"Merrick County, NE"
420,24300,"Grand Junction, CO (Metropolitan Statistical Area)",8077,"Mesa County, CO"
421,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",26067,"Ionia County, MI"
422,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",26081,"Kent County, MI"
423,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",26117,"Montcalm County, MI"
424,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",26139,"Ottawa County, MI"
425,24420,"Grants Pass, OR (Metropolitan Statistical Area)",41033,"Josephine County, OR"
426,24500,"Great Falls, MT (Metropolitan Statistical Area)",30013,"Cascade County, MT"
427,24540,"Greeley, CO (Metropolitan Statistical Area)",8123,"Weld County, CO"
428,24580,"Green Bay, WI (Metropolitan Statistical Area)",55009,"Brown County, WI"
429,24580,"Green Bay, WI (Metropolitan Statistical Area)",55061,"Kewaunee County, WI"
430,24580,"Green Bay, WI (Metropolitan Statistical Area)",55083,"Oconto County, WI"
431,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37081,"Guilford County, NC"
432,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37151,"Randolph County, NC"
433,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37157,"Rockingham County, NC"
434,24780,"Greenville, NC (Metropolitan Statistical Area)",37147,"Pitt County, NC"
435,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",45007,"Anderson County, SC"
436,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",45045,"Greenville County, SC"
437,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",45059,"Laurens County, SC"
438,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",45077,"Pickens County, SC"
439,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",28045,"Hancock County, MS"
440,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",28047,"Harrison County, MS"
441,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",28059,"Jackson County, MS"
442,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",28131,"Stone County, MS"
443,25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",24043,"Washington County, MD"
444,25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",54003,"Berkeley County, WV"
445,25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",54065,"Morgan County, WV"
446,25220,"Hammond, LA (Metropolitan Statistical Area)",22105,"Tangipahoa County, LA"
447,25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",6031,"Kings County, CA"
448,25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42041,"Cumberland County, PA"
449,25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42043,"Dauphin County, PA"
450,25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42099,"Perry County, PA"
451,25500,"Harrisonburg, VA (Metropolitan Statistical Area)",51947,"['Rockingham County, VA', 'Harrisonburg, VA']"
452,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",9003,"Hartford County, CT"
453,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",9007,"Middlesex County, CT"
454,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",9013,"Tolland County, CT"
455,25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28031,"Covington County, MS"
456,25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28035,"Forrest County, MS"
457,25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28073,"Lamar County, MS"
458,25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28111,"Perry County, MS"
459,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37003,"Alexander County, NC"
460,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37023,"Burke County, NC"
461,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37027,"Caldwell County, NC"
462,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37035,"Catawba County, NC"
463,25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",45013,"Beaufort County, SC"
464,25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",45053,"Jasper County, SC"
465,25980,"Hinesville, GA (Metropolitan Statistical Area)",13179,"Liberty County, GA"
466,25980,"Hinesville, GA (Metropolitan Statistical Area)",13183,"Long County, GA"
467,26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",12017,"Citrus County, FL"
468,26300,"Hot Springs, AR (Metropolitan Statistical Area)",5051,"Garland County, AR"
469,26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",22057,"Lafourche County, LA"
470,26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",22109,"Terrebonne County, LA"
471,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48015,"Austin County, TX"
472,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48039,"Brazoria County, TX"
473,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48071,"Chambers County, TX"
474,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48157,"Fort Bend County, TX"
475,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48167,"Galveston County, TX"
476,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48201,"Harris County, TX"
477,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48291,"Liberty County, TX"
478,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48339,"Montgomery County, TX"
479,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",48473,"Waller County, TX"
480,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21019,"Boyd County, KY"
481,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21043,"Carter County, KY"
482,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21089,"Greenup County, KY"
483,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",39087,"Lawrence County, OH"
484,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",54011,"Cabell County, WV"
485,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",54079,"Putnam County, WV"
486,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",54099,"Wayne County, WV"
487,26620,"Huntsville, AL (Metropolitan Statistical Area)",1083,"Limestone County, AL"
488,26620,"Huntsville, AL (Metropolitan Statistical Area)",1089,"Madison County, AL"
489,26820,"Idaho Falls, ID (Metropolitan Statistical Area)",16019,"Bonneville County, ID"
490,26820,"Idaho Falls, ID (Metropolitan Statistical Area)",16023,"Butte County, ID"
491,26820,"Idaho Falls, ID (Metropolitan Statistical Area)",16051,"Jefferson County, ID"
492,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18011,"Boone County, IN"
493,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18013,"Brown County, IN"
494,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18057,"Hamilton County, IN"
495,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18059,"Hancock County, IN"
496,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18063,"Hendricks County, IN"
497,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18081,"Johnson County, IN"
498,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18095,"Madison County, IN"
499,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18097,"Marion County, IN"
500,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18109,"Morgan County, IN"
501,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18133,"Putnam County, IN"
502,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18145,"Shelby County, IN"
503,26980,"Iowa City, IA (Metropolitan Statistical Area)",19103,"Johnson County, IA"
504,26980,"Iowa City, IA (Metropolitan Statistical Area)",19183,"Washington County, IA"
505,27060,"Ithaca, NY (Metropolitan Statistical Area)",36109,"Tompkins County, NY"
506,27100,"Jackson, MI (Metropolitan Statistical Area)",26075,"Jackson County, MI"
507,27140,"Jackson, MS (Metropolitan Statistical Area)",28029,"Copiah County, MS"
508,27140,"Jackson, MS (Metropolitan Statistical Area)",28049,"Hinds County, MS"
509,27140,"Jackson, MS (Metropolitan Statistical Area)",28051,"Holmes County, MS"
510,27140,"Jackson, MS (Metropolitan Statistical Area)",28089,"Madison County, MS"
511,27140,"Jackson, MS (Metropolitan Statistical Area)",28121,"Rankin County, MS"
512,27140,"Jackson, MS (Metropolitan Statistical Area)",28127,"Simpson County, MS"
513,27140,"Jackson, MS (Metropolitan Statistical Area)",28163,"Yazoo County, MS"
514,27180,"Jackson, TN (Metropolitan Statistical Area)",47023,"Chester County, TN"
515,27180,"Jackson, TN (Metropolitan Statistical Area)",47033,"Crockett County, TN"
516,27180,"Jackson, TN (Metropolitan Statistical Area)",47053,"Gibson County, TN"
517,27180,"Jackson, TN (Metropolitan Statistical Area)",47113,"Madison County, TN"
518,27260,"Jacksonville, FL (Metropolitan Statistical Area)",12003,"Baker County, FL"
519,27260,"Jacksonville, FL (Metropolitan Statistical Area)",12019,"Clay County, FL"
520,27260,"Jacksonville, FL (Metropolitan Statistical Area)",12031,"Duval County, FL"
521,27260,"Jacksonville, FL (Metropolitan Statistical Area)",12089,"Nassau County, FL"
522,27260,"Jacksonville, FL (Metropolitan Statistical Area)",12109,"St. Johns County, FL"
523,27340,"Jacksonville, NC (Metropolitan Statistical Area)",37133,"Onslow County, NC"
524,27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",55105,"Rock County, WI"
525,27620,"Jefferson City, MO (Metropolitan Statistical Area)",29027,"Callaway County, MO"
526,27620,"Jefferson City, MO (Metropolitan Statistical Area)",29051,"Cole County, MO"
527,27620,"Jefferson City, MO (Metropolitan Statistical Area)",29135,"Moniteau County, MO"
528,27620,"Jefferson City, MO (Metropolitan Statistical Area)",29151,"Osage County, MO"
529,27740,"Johnson City, TN (Metropolitan Statistical Area)",47019,"Carter County, TN"
530,27740,"Johnson City, TN (Metropolitan Statistical Area)",47171,"Unicoi County, TN"
531,27740,"Johnson City, TN (Metropolitan Statistical Area)",47179,"Washington County, TN"
532,27780,"Johnstown, PA (Metropolitan Statistical Area)",42021,"Cambria County, PA"
533,27860,"Jonesboro, AR (Metropolitan Statistical Area)",5031,"Craighead County, AR"
534,27860,"Jonesboro, AR (Metropolitan Statistical Area)",5111,"Poinsett County, AR"
535,27900,"Joplin, MO (Metropolitan Statistical Area)",29097,"Jasper County, MO"
536,27900,"Joplin, MO (Metropolitan Statistical Area)",29145,"Newton County, MO"
537,27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",15901,"['Maui County, HI', 'Kalawao County, HI']"
538,28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",26077,"Kalamazoo County, MI"
539,28100,"Kankakee, IL (Metropolitan Statistical Area)",17091,"Kankakee County, IL"
540,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20091,"Johnson County, KS"
541,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20103,"Leavenworth County, KS"
542,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20107,"Linn County, KS"
543,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20121,"Miami County, KS"
544,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20209,"Wyandotte County, KS"
545,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29013,"Bates County, MO"
546,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29025,"Caldwell County, MO"
547,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29037,"Cass County, MO"
548,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29047,"Clay County, MO"
549,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29049,"Clinton County, MO"
550,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29095,"Jackson County, MO"
551,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29107,"Lafayette County, MO"
552,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29165,"Platte County, MO"
553,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29177,"Ray County, MO"
554,28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",53005,"Benton County, WA"
555,28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",53021,"Franklin County, WA"
556,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",48027,"Bell County, TX"
557,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",48099,"Coryell County, TX"
558,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",48281,"Lampasas County, TX"
559,28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",47073,"Hawkins County, TN"
560,28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",47163,"Sullivan County, TN"
561,28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",51169,"Scott County, VA"
562,28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",51953,"['Washington County, VA', 'Bristol, VA']"
563,28740,"Kingston, NY (Metropolitan Statistical Area)",36111,"Ulster County, NY"
564,28940,"Knoxville, TN (Metropolitan Statistical Area)",47001,"Anderson County, TN"
565,28940,"Knoxville, TN (Metropolitan Statistical Area)",47009,"Blount County, TN"
566,28940,"Knoxville, TN (Metropolitan Statistical Area)",47013,"Campbell County, TN"
567,28940,"Knoxville, TN (Metropolitan Statistical Area)",47093,"Knox County, TN"
568,28940,"Knoxville, TN (Metropolitan Statistical Area)",47105,"Loudon County, TN"
569,28940,"Knoxville, TN (Metropolitan Statistical Area)",47129,"Morgan County, TN"
570,28940,"Knoxville, TN (Metropolitan Statistical Area)",47145,"Roane County, TN"
571,28940,"Knoxville, TN (Metropolitan Statistical Area)",47173,"Union County, TN"
572,29020,"Kokomo, IN (Metropolitan Statistical Area)",18067,"Howard County, IN"
573,29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",27055,"Houston County, MN"
574,29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",55063,"La Crosse County, WI"
575,29180,"Lafayette, LA (Metropolitan Statistical Area)",22001,"Acadia County, LA"
576,29180,"Lafayette, LA (Metropolitan Statistical Area)",22045,"Iberia County, LA"
577,29180,"Lafayette, LA (Metropolitan Statistical Area)",22055,"Lafayette County, LA"
578,29180,"Lafayette, LA (Metropolitan Statistical Area)",22099,"St. Martin County, LA"
579,29180,"Lafayette, LA (Metropolitan Statistical Area)",22113,"Vermilion County, LA"
