msa,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm
"Grand Rapids-Kentwood, MI",41944,107024,5.103185199,32135680.94,300.2661173,2.671848179,31834,16702068.58,55934,298.6031499,1.048117842,0.010458755,5.89111793,4.471148393,4513.520078,2345.838635,32.66899143,7119.87105
"Grants Pass, OR",4109,9556,4.651253346,4238863.338,443.5813455,2.392796301,2656,2178707.335,4907,443.9998645,1.197496027,0.005094763,0.967474818,0.625362161,998.0514817,512.9823518,0.635296476,4247.138966
"Great Falls, MT",5315,14237,5.357290687,7669220.702,538.682356,2.842144873,4193,3997783.119,7527,531.1256967,1.103694774,0.004251362,0.756954889,0.597161213,1092.239719,569.3586974,7.778645124,7021.554492
"Greeley, CO",16341,43636,5.340676825,17376604.66,398.2171753,2.79725843,12939,8990505.501,22773,394.7879287,1.041184321,0.004127695,1.571607051,1.244417332,1671.20705,864.6681251,7.562240654,10397.63724
"Green Bay, WI",17131,43524,5.081314576,16453309.24,378.0284266,2.765687934,13376,8662869.998,23605,366.9930099,1.05278788,0.004744757,3.473167655,2.711872661,3335.771494,1756.324784,41.5918121,4932.384988
"Greensboro-High Point, NC",38566,92562,4.800186693,25100065.05,271.1702972,2.560804854,27809,13458374.26,49325,272.8509733,1.065298026,0.008981247,7.374731879,5.317738911,4799.726441,2573.559656,41.19352118,5229.478255
"Greenville, NC",8731,21628,4.954300767,5788576.554,267.642711,2.599702211,6419,3058944.004,11337,269.8195293,1.056519209,0.006350886,5.141636129,3.780112509,3408.859735,1801.394687,3.377273173,1698.097606
"Greenville-Anderson, SC",53689,133955,4.990035203,35497650.15,264.9968284,2.573041033,39798,18289621.24,69080,264.7600064,1.086692204,0.007715692,7.433369907,5.510127877,4914.734199,2532.241616,37.0923047,7222.699889
"Gulfport-Biloxi, MS",31469,77164,4.904127872,19493610.65,252.6257148,2.592869173,23037,10355694.75,40805,253.7849466,1.076157527,0.006543316,4.0055289,2.932262521,2481.242519,1318.123696,44.57920086,7856.3907
"Hagerstown-Martinsburg, MD-WV",14569,34277,4.70547052,10447942.1,304.8091169,2.491111264,10147,5483989.768,18096,303.0498324,1.103905158,0.007570734,5.521856965,3.84585645,3959.917761,2078.50965,8.965994289,2638.424011
"Hanford-Corcoran, CA",6862,18396,5.361702128,8266131.669,449.3439698,2.83823958,5458,4261316.53,9701,439.2656974,1.046237395,0.00670034,1.901988013,1.512831619,2291.180901,1181.138583,1.468443336,3607.804021
"Harrisburg-Carlisle, PA",26930,70171,5.211362792,18787131.95,267.7335644,2.766208689,21559,9933869.201,37229,266.8314809,1.089729371,0.00824626,6.238314427,4.99412628,4352.025112,2301.173396,24.98377675,4316.871218
"Harrisonburg, VA",6267,15186,4.846337961,5555084.105,365.8029833,2.525450774,4384,2898894.484,7882,367.7866638,1.102944345,0.01027658,2.79097772,1.952392903,2473.929467,1291.008444,3.990995424,2245.44967
"Hartford-East Hartford-Middletown, CT",39460,100168,5.076938672,24164236.16,241.2370833,2.675798277,31262,12837578.62,52798,243.1451687,1.088179101,0.022784954,9.726955447,7.70613485,5956.524291,3164.484421,100.6102414,4056.767836
"Hattiesburg, MS",15780,39159,4.963117871,13789039.69,352.1295154,2.628707224,11956,7236546.661,20686,349.8282249,1.083362347,0.0175481,2.991202196,2.266337988,2613.80265,1371.734744,3.26926283,5275.470853
"Hickory-Lenoir-Morganton, NC",26594,61102,4.595171843,17429618.4,285.2544664,2.356057757,17107,8953519.328,31270,286.3293677,1.106096722,0.008538535,6.155251424,3.959460258,4034.131139,2072.315657,5.156065267,4320.538377
"Hilton Head Island-Bluffton, SC",16601,40118,4.833202819,9762903.341,243.3546872,2.581711945,12324,5174980.221,21459,241.1566346,1.103364562,0.027727294,4.032417343,2.993525169,2371.429477,1257.013432,2.606374367,4116.885379
"Hinesville, GA",6547,16094,4.916450283,6514577.601,404.7829999,2.542538567,4735,3327195.347,8301,400.8186179,1.095564715,0.011083002,2.514459935,1.818537924,2502.007693,1277.852359,2.266175726,2603.740036
"Homosassa Springs, FL",15373,40107,5.217849476,8632104.72,215.2268861,2.713328563,12095,4477026.339,20856,214.6637102,1.084155791,0.017644802,7.67692384,6.039965774,4310.675243,2235.724337,1.447595942,2002.494791
"Hot Springs, AR",11248,27899,4.960704125,7466417.12,267.6231091,2.525071124,8139,3785520.901,14158,267.3768118,1.140392241,0.021613222,5.916547156,4.281185749,3927.401225,1991.217365,0.95232684,1901.108823
"Houston-The Woodlands-Sugar Land, TX",265501,643472,4.847228447,119580516.4,185.8363944,2.78183133,209233,67595273,369740,182.818394,1.073320761,0.008627684,10.26137561,8.086667861,4621.679746,2612.496698,270.6143113,25873.82141
"Huntington-Ashland, WV-KY-OH",26984,63427,4.701082123,21211677.77,334.4266286,2.426993774,17983,10992125.01,32631,336.8614204,1.128686834,0.009408231,4.110107417,2.739106941,3230.887717,1674.281594,8.091922799,6565.278534
"Huntsville, AL",34534,82322,4.767591359,16476166.23,200.1429293,2.517055655,24501,8719353.398,43508,200.408049,1.075325255,0.011308265,9.403926348,6.671848018,4486.611852,2374.360258,18.61740563,3672.295882
"Idaho Falls, ID",11454,29377,5.129561725,13875151.59,472.3134286,2.638990746,8564,7075947.989,15059,469.8816647,1.085048105,0.007703035,0.844701193,0.631571592,1023.254506,521.8318239,8.092555569,13559.82457
"Indianapolis-Carmel-Anderson, IN",96972,245920,5.07197954,56956783.54,231.6069597,2.723415006,75468,30256169.58,132195,228.8752947,1.06396642,0.008956466,8.631225559,6.717210437,5069.575196,2693.022978,132.2800866,11235.02095
"Iowa City, IA",8253,21718,5.263055858,8442990.504,388.7554335,2.802859566,6621,4415716.697,11501,383.9419787,1.047943248,0.012868446,2.668150411,2.140533609,2729.573317,1427.577405,5.391074827,3093.153956
"Ithaca, NY",3572,9411,5.269316909,4064930.026,431.9339099,2.730963046,2845,2053190.566,4829,425.1792433,1.059054539,0.014702837,2.805629592,2.234606996,3192.801783,1612.67979,8.75371094,1273.154521
"Jackson, MI",30869,81133,5.256600473,13724225.75,169.157134,2.881758398,25461,7577320.495,44456,170.4453953,1.052105144,0.006433327,19.37008264,15.97660028,8611.856134,4754.71587,37.0845307,1593.643175
"Jackson, MS",44622,107594,4.822464255,38085865.67,353.977598,2.549616781,32112,19895085.87,56824,350.1176592,1.085755687,0.0058602,3.132632807,2.254383593,2673.771509,1396.710113,6.110880417,14244.24845
"Jackson, TN",11453,29163,5.092639483,12540629.41,430.0184964,2.679123374,8848,6561359.426,15259,429.999307,1.075306794,0.005242808,2.580274046,1.993387301,2825.308703,1478.22452,2.369379967,4438.675814
"Jacksonville, FL",70409,169264,4.808021702,33492727.67,197.8727176,2.668139016,52851,18583427.83,94054,197.5825359,1.077996708,0.007453165,7.355381081,5.521158453,3498.867694,1941.345474,92.09213255,9572.447603
"Jacksonville, NC",10524,24673,4.688901558,6220809.909,252.1302602,2.446503231,7039,3273983.65,12865,254.4876525,1.076548433,0.008783521,4.48684108,3.001033292,2652.203103,1395.842297,3.861514059,2345.525463
"Janesville-Beloit, WI",7751,21099,5.444200748,6813876.591,322.9478454,2.926203071,6491,3587880.943,11280,318.0745517,1.039044603,0.004964539,4.121256117,3.451306084,3622.981626,1907.699172,5.62834701,1880.737275
"Jefferson City, MO",11295,27633,4.892961487,14150557.22,512.0890681,2.544046038,8134,7336258.735,14279,513.7795879,1.097223848,0.009104279,1.923241915,1.385006617,2409.468328,1249.172226,1.583452491,5872.896131
"Johnson City, TN",13294,31783,4.781555589,8619676.176,271.2039825,2.495712351,9273,4502104.313,16551,272.0140362,1.105992528,0.008156607,5.939238408,4.14281313,3850.93364,2011.363837,2.695845422,2238.334124
"Johnstown, PA",9677,25306,5.230133306,6549145.197,258.7981189,2.68791981,7348,3401330.982,12962,262.4078832,1.081957004,0.004320321,5.38566126,4.089473901,3644.877294,1892.985068,1.507509851,1796.808142
"Jonesboro, AR",10764,27242,5.061687105,11360383.24,417.0172247,2.587421033,7891,5804953.954,13878,418.2846198,1.065762095,0.003602825,2.813465151,2.062528196,2969.346185,1517.283134,3.053116771,3825.887091
"Joplin, MO",14240,38537,5.4125,12321944.7,319.7432261,2.78630618,11079,6368807.756,19764,322.2428535,1.048639735,0.008196721,4.335640701,3.373213717,3751.652035,1939.105486,3.844943158,3284.405001
"Kahului-Wailuku-Lahaina, HI",3984,9440,4.738955823,2514716.345,266.3894433,2.535140562,2805,1331070.499,5055,263.3176061,1.149280224,0.00652819,0.631040761,0.444294512,398.3153907,210.8332683,4.627941368,6313.379809
"Kalamazoo-Portage, MI",9692,25454,5.252579447,6784234.518,266.5292103,2.769603797,7842,3544436.192,13398,264.5496486,1.058547745,0.014554411,6.453229219,5.221442792,4517.150271,2359.993727,9.957839241,1501.883735
"Kankakee, IL",5279,15028,5.693502557,5809331.441,386.5671707,2.926501231,4371,2955428.184,7663,385.675086,1.033790378,0.009265301,2.991710181,2.47712923,3292.259144,1674.89763,2.308587589,1764.542579
"Kansas City, MO-KS",119377,305629,5.120400077,76547943.68,250.4603414,2.77318914,94372,41028021.03,165649,247.6804631,1.05512878,0.007364971,6.267811021,4.95493991,4019.099534,2154.149311,112.4461041,19046.04328
"Kennewick-Richland, WA",2282,6871,6.021910605,4582286.304,666.9023874,3.078439965,1981,2319409.606,3473,667.8403703,1.020251879,0.002015549,0.677690402,0.58830179,1360.811326,688.8000121,0.651430066,3367.319346
"Killeen-Temple, TX",21883,57563,5.260978842,17829709.77,309.742539,2.774893753,17589,9354358.697,30333,308.3888404,1.080994119,0.003098935,2.957594926,2.377239737,2409.772844,1264.287521,10.94890594,7398.91721
"Kingsport-Bristol, TN-VA",21893,51603,4.714109533,17509225.04,339.3063396,2.488695017,15240,9192944.356,27191,338.0877627,1.119362802,0.008421904,4.129593673,2.874663481,3302.698806,1734.030277,4.545265608,5301.490106
"Kingston, NY",12384,29345,4.739179587,8734631.541,297.653145,2.417958656,8432,4468101.669,14924,299.3903557,1.104914411,0.012128116,4.117509827,2.803524133,2904.144962,1485.582407,6.109880224,3007.643095
"Knoxville, TN",52578,125082,4.757959603,34712453.47,277.5175762,2.5,36953,18190168.61,65702,276.8586741,1.12160267,0.009056041,6.065663126,4.26308436,4004.603618,2098.509548,15.51000012,8668.137169
"Kokomo, IN",3523,9953,5.650298041,3173852.191,318.8839738,2.959409594,2977,1644122.138,5175,317.704761,1.025568463,0.003864734,4.63223516,3.914324175,4173.156319,2161.782678,7.510738387,760.5399723
"La Crosse-Onalaska, WI-MN",7857,19955,5.079546901,6881467.405,344.8492811,2.700394553,5907,3575658.218,10564,338.4757874,1.089470339,0.003691783,2.892867937,2.174897658,2533.686701,1316.521193,3.549043123,2715.989866
"Lafayette-West Lafayette, IN",12418,32872,5.294250282,13102930.15,398.6045919,2.775728781,9764,6838874.31,17130,399.2337601,1.039514645,0.007005254,2.907070782,2.285765753,3067.413866,1600.989829,8.148236422,4271.653816
"Lake Havasu City-Kingman, AZ",13111,35081,5.351384334,10585300.34,301.7388428,2.741438487,10162,5741779.951,17977,319.395892,1.074216572,0.001891306,0.375527635,0.291061843,303.1860885,164.4571007,3.493419647,34913.54236
"Lakeland-Winter Haven, FL",32937,83456,5.06761393,16963218.44,203.2594234,2.760633938,26143,9222221.994,45493,202.717385,1.103537463,0.007891324,6.329967384,5.024268674,3260.060706,1772.364345,17.38414554,5203.344346
"Lancaster, PA",17521,46988,5.363620798,13632833.52,290.1343644,2.793333714,14340,7043562.145,24443,288.1627519,1.068573171,0.007732275,6.878834218,5.629957348,5352.320169,2765.338525,18.66154604,2547.088568
"Lansing-East Lansing, MI",17096,46923,5.489354235,16149187.4,344.1635743,2.895589612,14379,8428348.505,24625,342.2679596,1.038857739,0.016,3.13960309,2.640638326,2965.725237,1547.828089,24.67360764,5445.274295
"Laredo, TX",13776,37705,5.474012776,18674179.79,495.2706482,2.901132404,11307,9625120.311,19948,482.510543,1.106247344,0.003057951,1.577472698,1.294750566,2138.357199,1102.160606,6.43480324,8732.956214
"Las Cruces, NM",13258,33823,5.10227787,12403514.01,366.7183281,2.714059436,10206,6558393.622,17952,365.329413,1.067636205,0.005459002,1.341889744,1.032985875,1255.404151,663.7985471,5.102238596,9880.09638
"Las Vegas-Henderson-Paradise, NV",78221,184805,4.725201672,26382923.31,142.7608739,2.669909615,58830,15408446.66,104877,146.9192164,1.065180356,0.003098868,3.752430895,2.8222026,1265.64601,739.1765806,51.21276692,20845.42052
"Lawrence, KS",5389,13665,5.071441826,4433291.493,324.4267467,2.744108369,4176,2338430.424,7360,317.721525,1.04981166,0.005570652,4.382077328,3.395723682,3604.940831,1901.499897,6.189370426,1229.782041
"Lawton, OK",10116,28316,5.598260182,11880239.26,419.5592338,2.915678134,8349,6178605.26,14705,420.1703679,1.046802388,0.0066644,2.260597731,1.865730571,2654.847956,1380.717777,2.010057811,4474.922654
"Lebanon, PA",5405,14691,5.436077706,4089272.242,278.3522049,2.839222942,4461,2121623.326,7635,277.8812477,1.069015042,0.00772757,5.759934777,4.753944319,4357.805995,2260.945787,2.993142146,938.3786812
"Lewiston, ID-WA",4204,10819,5.147002854,5102458.653,471.6201731,2.672930542,3134,2609800.922,5595,466.4523542,1.159927599,0.002323503,1.083758694,0.807920968,1315.374388,672.7864985,1.074070025,3879.092294
"Lewiston-Auburn, ME",6319,15316,4.847602469,4391505.033,286.7266279,2.504351954,4444,2241115.796,7869,284.8031257,1.060924954,0.010293557,4.910410371,3.453372953,3412.579816,1741.541106,2.208715211,1286.857823
"Lexington-Fayette, KY",22248,53895,4.844929881,13200518.04,244.930291,2.631832075,16504,7164694.082,29306,244.4787444,1.085094342,0.013614959,5.789224437,4.294559516,3434.94973,1864.348349,34.16913968,3843.001812
"Lima, OH",5387,15034,5.581585298,4440876.463,295.3888827,2.89456098,4472,2327932.455,7729,301.1945213,1.037252209,0.012808902,5.104579049,4.237549194,4208.057351,2205.887365,3.469816985,1055.326982
"Lincoln, NE",16278,43411,5.333701929,13222088.09,304.5792102,2.989249294,13784,7082717.609,24257,291.9865445,1.023291206,0.002143711,4.418367301,3.741416321,3588.895545,1922.47499,9.276848939,3684.16632
"Little Rock-North Little Rock-Conway, AR",51686,127721,4.942189374,38173579.05,298.8825569,2.580853616,37792,19732795.01,66632,296.145921,1.096148186,0.00799916,4.754734599,3.47658805,3511.690537,1815.273056,11.76284934,10870.42797
"Logan, UT-ID",7233,18868,5.217198949,7199934.204,381.5949864,2.649246509,5372,3607269.713,9566,377.0927988,1.106375931,0.005854066,1.518332596,1.127676304,1511.391509,757.2286999,9.832919861,4763.778385
"Longview, TX",19291,49953,5.178891711,19136209.73,383.0842939,2.696542429,15115,9881385.299,25923,381.1821664,1.071226485,0.004281912,2.736280516,2.143946918,2714.324703,1401.59878,16.56134823,7050.081264
"Longview, WA",5456,13104,4.803519062,5105958.193,389.6488243,2.503848974,3720,2651254.999,6820,388.7470673,1.173680264,0.008357771,1.817856197,1.239447407,1701.227592,883.3578317,4.112283746,3001.337514
"Los Angeles-Long Beach-Anaheim, CA",250524,641962,5.124954096,101322379.2,157.8323626,2.805328032,197890,56606576.45,352272,160.6899681,1.060396414,0.003619362,16.97949085,13.41217386,6867.215954,3836.561954,538.7671934,14754.50602
"Louisville/Jefferson County, KY-IN",58818,143283,4.872079976,35574257.45,248.2796805,2.567802373,42306,18743160.88,75541,248.1190463,1.085997196,0.01277452,6.90213659,4.964497103,4174.544936,2199.46031,83.65510224,8521.709073
"Lubbock, TX",20004,55241,5.522995401,21259959.61,384.8583409,2.961857628,16986,11189535.91,29556,378.5876271,1.03633197,0.001319529,2.863291681,2.431307364,3043.064662,1601.624929,21.56135985,6986.364725
"Lynchburg, VA",15537,35899,4.621098024,15204160.36,423.5260134,2.439016541,10522,7919132.865,18921,418.5366981,1.122949965,0.015379737,2.794823904,1.892716555,2734.952102,1424.508067,5.208125475,5559.20535
"Macon-Bibb County, GA",13604,34105,5.01396648,11795119.15,345.8472115,2.645692443,10373,6206274.364,17955,345.6571631,1.078791097,0.006850459,3.020870412,2.303402586,2619.194828,1378.149853,12.55519207,4503.337828
"Madera, CA",7740,20020,5.173126615,9325102.412,465.7893313,2.733204134,5905,4798574.48,10567,454.1094426,1.109926804,0.002839027,1.387346802,1.058434479,1671.466539,860.1145943,1.456670525,5578.994371
"Madison, WI",35315,89323,5.058643636,28712071.53,321.4409674,2.780433244,28081,15228179.44,49057,310.4180736,1.05794213,0.008378009,4.024458168,3.200079564,3271.995775,1735.386412,60.61495891,8775.094318
"Manchester-Nashua, NH",16962,43691,5.151633062,10838815.49,248.0789061,2.746138427,13841,5652822.416,23302,242.589581,1.109279533,0.044631362,7.336811004,5.98684124,4688.2644,2445.094311,19.99301648,2311.903631
"Manhattan, KS",10770,27827,5.167502321,11146939.25,400.5799854,2.711606314,8235,5740120.31,14537,394.8627853,1.067454681,0.010524868,2.202055895,1.683744689,2279.125655,1173.636562,7.773917515,4890.884025
"Mankato, MN",7220,18722,5.186149584,8604900.301,459.6143735,2.776038781,5636,4477425.921,9962,449.450504,1.044608305,0.009335475,2.261241075,1.76514608,2694.979779,1402.290776,2.117219474,3192.93687
"Mansfield, OH",6250,16393,5.24576,5195810.339,316.9529884,2.70944,4881,2691266.014,8401,320.3506742,1.04118489,0.005475539,4.825555474,3.768565803,4011.627364,2077.896551,8.806960876,1295.18768
"McAllen-Edinburg-Mission, TX",28609,77010,5.383620539,18772762.95,243.7704577,2.826627984,23476,9822701.567,40411,243.069995,1.068435899,0.003093217,6.980266037,5.727873239,4580.337643,2396.625892,9.554986911,4098.554388
"Medford, OR",10432,26058,4.995782209,10121782.92,388.4328389,2.595763037,7637,5211591.439,13539,384.9317851,1.179417521,0.007016766,1.438807625,1.053314209,1396.021706,718.7957727,9.844718858,7250.448093
"Memphis, TN-MS-AR",64824,161924,4.995804023,41930305.56,258.9505296,2.649389115,48729,22327851.17,85904,259.9163155,1.069960235,0.005378096,5.326085837,4.003684388,3445.088341,1834.506539,86.2511358,12171.03929
"Merced, CA",10563,27378,5.183754615,9719876.125,355.0250612,2.701315914,7913,5111188.957,14233,359.1083368,1.051699668,0.001897,2.061907948,1.544625352,1897.329341,997.7090915,8.012288683,5122.92511
"Miami-Fort Lauderdale-Pompano Beach, FL",162184,408488,5.037340305,59662184.36,146.0561494,2.937441425,137548,35052064.51,238621,146.894299,1.071594843,0.008641318,10.21091645,8.659862477,3756.261899,2206.837309,369.4424194,15883.39311
"Michigan City-La Porte, IN",6271,17372,5.540424175,5578411.303,321.1150877,2.907510764,5241,2920249.729,9060,322.3233696,1.045867655,0.005408389,3.951068331,3.302112761,3514.700085,1839.914882,2.372417997,1587.165666
"Midland, MI",7383,20630,5.588514154,5103740.024,247.3940874,2.976296898,6224,2753361.634,10971,250.967244,1.040437134,0.000820345,3.157249112,2.661617022,2182.551626,1177.441226,2.719362574,2338.428087
"Midland, TX",8203,22982,5.60331586,7617100.237,331.4376572,2.976593929,6906,4046016.996,12182,332.1307664,1.040848403,0.001067148,1.74036244,1.465188713,1616.056949,858.4098513,2.943735698,4713.386024
"Minneapolis-St. Paul-Bloomington, MN-WI",153099,387218,5.05840012,93563087.41,241.6289723,2.771572643,120191,50620622.68,212396,238.3313371,1.066864282,0.008465319,7.872694638,6.180491324,4811.224218,2603.026177,150.6694453,19446.83581
"Missoula, MT",7997,19418,4.85632112,9608121.353,494.8048899,2.543828936,5576,4933875.463,10149,486.1440007,1.275708275,0.004630998,1.18008399,0.822827101,1417.830459,728.0714571,9.521971162,6776.636297
"Mobile, AL",40634,97715,4.809519122,20631278.46,211.1372712,2.5220505,29025,10730103.07,51268,209.2943566,1.09672698,0.01927128,5.742880754,4.102158633,2915.857951,1516.505942,47.13724,7075.543049
"Modesto, CA",16932,44655,5.274627923,10201720.17,228.4563916,2.77793527,13478,5341935.508,23495,227.3647801,1.054781342,0.001361992,4.31261215,3.432871873,2598.397256,1360.600991,5.652725941,3926.158767
"Monroe, LA",1657,4018,4.849728425,1670885.364,415.8500159,2.441762221,1117,836091.081,2013,415.3457928,1.073647214,0.007948336,2.404009539,1.620566479,2424.15471,1213.018065,0.20096032,689.2651518
"Monroe, MI",6023,16022,5.32027229,5740790.576,358.3067392,2.79379047,4913,3018511.576,8374,360.4623329,1.035323702,0.014210652,4.14674759,3.382528791,3952.45052,2078.201163,5.123228078,1452.463616
"Montgomery, AL",26773,64609,4.826429612,19169338.29,296.6976472,2.557315206,19260,10045145.9,34235,293.4174355,1.08321197,0.009434789,3.713764244,2.671613168,2659.037206,1393.392734,8.54792505,7209.127517
"Morgantown, WV",9250,22193,4.798486486,8106311.795,365.2643534,2.46227027,6354,4159000.343,11330,367.0785828,1.134443107,0.006001765,3.513984335,2.41382232,3079.508396,1579.963465,3.588132361,2632.339566
"Morristown, TN",5585,13526,4.843688451,4585981.38,339.0493405,2.592837959,4183,2421302.942,7207,335.9654422,1.110014736,0.008325239,0.772694545,0.578725386,634.4785667,334.9915085,3.840162176,7227.95319
"Mount Vernon-Anacortes, WA",7593,18263,4.81048334,5248095.692,287.3621909,2.517318583,5292,2724125.637,9581,284.3258154,1.111320793,0.006471141,1.537417353,1.0715149,1062.625232,551.5761922,17.19991293,4938.802065
"Muncie, IN",5968,16863,5.65113941,4534376.868,268.8950286,2.941689008,5043,2370957.429,8734,271.4629527,1.036556503,0.004350813,5.810163263,4.909626899,4414.455412,2308.252304,3.982105575,1027.165629
"Muskegon, MI",7974,21944,5.503887635,6062353.117,276.2647246,2.833960371,6366,3124904.288,11241,277.9916634,1.051540687,0.010675207,5.837962916,4.660706286,4438.398881,2287.819833,3.678996625,1365.887402
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",39180,95716,4.885962226,22846402.74,238.6894849,2.618478816,29220,12131059.55,51408,235.976104,1.083850127,0.009453782,6.80096767,5.072084618,3965.738805,2105.741292,13.8323103,5760.944898
"Napa, CA",5334,13070,4.90063742,3230829.972,247.194336,2.619610049,3916,1701136.043,6988,243.4367549,1.12011254,0.004293074,2.607474385,1.91429878,1579.360029,831.5839252,8.897538278,2045.65768
"Naples-Marco Island, FL",15237,34924,4.584104483,8418700.22,241.0577316,2.736759205,11806,4776882.913,20902,228.5371215,1.0735215,0.01904124,2.5544069,1.979216897,1411.353018,800.8205469,43.25732499,5964.985454
"Nashville-Davidson--Murfreesboro--Franklin, TN",83291,202491,4.862254025,59413848.09,293.4147596,2.554549711,60128,31164516.18,106378,292.9601626,1.084912808,0.008469796,5.581947938,4.029623436,3981.762818,2088.565473,57.92240887,14921.49352
"New Bern, NC",8963,21217,4.734352337,7529500.359,354.8805373,2.482539328,6157,3942983.512,11111,354.8720648,1.079001976,0.007110071,1.914792906,1.315338606,1608.550025,842.3515404,2.445526957,4680.923964
"New Haven-Milford, CT",25721,64987,5.053224991,13417620.17,206.4662189,2.675440302,20260,7189360.819,34400,208.9930471,1.08473586,0.011075581,15.76691805,12.41933672,8224.972499,4407.062824,62.03499877,1631.327055
"New York-Newark-Jersey City, NY-NJ-PA",410699,1052145,5.123679386,168078416.7,159.7483395,2.827223831,335954,93513382.85,581084,160.9291993,1.065626477,0.008330981,17.35017674,14.19253827,7100.553532,3950.517824,543.9509146,23671.17097
"Niles, MI",9553,25605,5.360619701,7200622.623,281.2193955,2.752747828,7511,3772232.833,13097,288.0226642,1.058662195,0.012292892,6.360524755,5.000931795,4794.278074,2511.606858,2.019947077,1501.920104
"North Port-Sarasota-Bradenton, FL",42259,105405,4.988523155,18122873.45,171.9356145,2.803142526,34359,10064496.96,59348,169.5844334,1.089257523,0.008812428,10.08720237,8.201476279,4325.920914,2402.390438,28.76504828,4189.367722
"Norwich-New London, CT",11022,27379,4.968063872,7598357.101,277.5250046,2.610778443,8428,4039570.426,14360,281.3071327,1.081162956,0.017896936,5.76416529,4.407583476,3973.705885,2112.570463,24.15914073,1912.158907
"Ocala, FL",28297,74853,5.290525497,17191042.04,229.6640354,2.813266424,23202,9068041.873,39776,227.9777221,1.059992886,0.00766794,6.574847957,5.391017504,3994.362924,2106.97235,9.129006958,4303.825759
"Ocean City, NJ",7766,21190,5.457120783,3574420.612,168.6843139,2.888230749,6137,1907073.122,11224,169.9102924,1.049535243,0.004098361,4.788120238,3.78376177,2203.805778,1175.804199,2.155452676,1621.930865
"Odessa, TX",7663,22376,5.84001044,5204255.922,232.5820487,3.038235678,6681,2799212.347,11620,240.8960712,1.027540935,0.000688468,3.274262589,2.854671586,2223.685302,1196.053278,2.803425333,2340.374295
"Ogden-Clearfield, UT",26640,67635,5.077702703,16435130.96,242.9974268,2.621283784,19736,8656849.706,34933,247.8129478,1.069435015,0.002061088,1.191615886,0.882797715,735.1487668,387.22371,22.95884682,22356.19742
"Oklahoma City, OK",76540,197390,5.157825973,55858754.02,282.9867471,2.744591063,59688,29406273.23,105113,279.7586714,1.059548999,0.00865735,5.296021257,4.129983235,3865.026766,2034.704052,42.6951348,14452.35891
"Olympia-Lacey-Tumwater, WA",16778,39576,4.717606389,9146034.009,231.1005157,2.463821671,11506,4741359.64,20670,229.3836304,1.122912959,0.021625544,8.346142196,5.723609018,4549.654331,2358.568468,11.52661716,2010.270087
"Omaha-Council Bluffs, NE-IA",50700,136053,5.366982249,39744230.93,292.12315,2.935443787,42491,21133907.4,74446,283.8823765,1.043289633,0.004325283,4.441180779,3.722094921,3481.485492,1851.272255,33.64417707,11415.88297
"Orlando-Kissimmee-Sanford, FL",91364,222120,4.862309006,40412492.68,181.9399094,2.776969047,73255,23222700.95,127147,182.6445056,1.096967043,0.008800837,8.797447256,7.05373012,3891.322324,2236.115831,179.190177,10385.28534
"Oshkosh-Neenah, WI",7484,19396,5.183324425,5104081.678,263.1512517,2.819615179,6014,2738096.217,10511,260.4981654,1.048858884,0.004756921,4.994559274,4.013532799,3406.285205,1827.30944,22.08829192,1498.43051
"Owensboro, KY",7100,18287,5.151267606,6773841.043,370.418387,2.682253521,5422,3482429.331,9488,367.0351319,1.073401962,0.007061551,2.947167736,2.250639925,2811.781094,1445.535686,2.358229116,2409.092606
"Oxnard-Thousand Oaks-Ventura, CA",24057,58621,4.87350875,11348785.7,193.5959076,2.681257015,18067,6319022.577,32307,195.5929853,1.110114024,0.005292971,4.124807494,3.09776352,1945.860095,1083.458107,12.88601388,5832.272181
"Palm Bay-Melbourne-Titusville, FL",26970,68247,5.060956618,12570267.15,184.1878347,2.81323693,22183,7020769.511,38030,184.6113466,1.093648198,0.007862214,6.692035134,5.504242321,3119.045956,1742.055478,43.30160239,4030.164137
"Panama City, FL",11251,29260,5.201315439,6228290.838,212.8602474,2.76802062,8887,3300366.952,15564,212.0513333,1.072760011,0.007196094,4.207151124,3.323167011,2328.980606,1234.125192,17.68670042,2674.256205
"Parkersburg-Vienna, WV",5829,14402,4.9414994,4984148.918,346.0733869,2.580545548,4229,2605040.813,7492,347.7096654,1.137254638,0.008142018,3.687130596,2.675051516,3152.72053,1647.817067,7.043737412,1580.904134
"Pensacola-Ferry Pass-Brent, FL",27403,68152,4.974053936,15928751.26,233.7239004,2.661752363,20566,8406297.563,36537,230.0762942,1.079353551,0.007581356,5.168180248,3.878728423,3004.147635,1585.419882,23.17989743,5302.25315
"Peoria, IL",26187,69285,5.291556879,25492132.26,367.9314752,2.796311147,20575,13206032.89,36499,361.8190331,1.047523294,0.004575468,2.971305526,2.334540467,2892.462423,1498.421297,22.1337397,8813.297646
